MONATSZAHL;AUSPRAEGUNG;JAHR;MONAT;WERT;VORJAHRESWERT;VERAEND_VORMONAT_PROZENT;VERAEND_VORJAHRESMONAT_PROZENT;ZWOELF_MONATE_MITTELWERT
Verkehrsunfälle;mit Personenschäden;2014;201407;654;812;172;-1946;466
Verkehrsunfälle;mit Personenschäden;2014;201408;432;514;-3394;-1595;459
Verkehrsunfälle;mit Personenschäden;2014;201409;534;531;2361;56;460
Verkehrsunfälle;mit Personenschäden;2014;201410;529;510;-94;373;461
Verkehrsunfälle;mit Personenschäden;2014;201411;401;388;-242;335;462
Verkehrsunfälle;mit Personenschäden;2014;201412;331;356;-1746;-702;460
Verkehrsunfälle;mit Personenschäden;2013;Summe;5386;5325;;115;
Verkehrsunfälle;mit Personenschäden;2013;201301;254;273;242;-696;442
Verkehrsunfälle;mit Personenschäden;2013;201302;263;233;354;1288;445
Verkehrsunfälle;mit Personenschäden;2013;201303;284;424;798;-3302;433
Verkehrsunfälle;mit Personenschäden;2013;201304;440;394;5493;1168;437
Verkehrsunfälle;mit Personenschäden;2013;201305;454;596;318;-2383;425
Verkehrsunfälle;mit Personenschäden;2013;201306;580;577;2775;52;425
Verkehrsunfälle;mit Personenschäden;2013;201307;812;632;40;2848;440
Verkehrsunfälle;mit Personenschäden;2013;201308;514;545;-367;-569;438
Verkehrsunfälle;mit Personenschäden;2013;201309;531;532;331;-19;438
Verkehrsunfälle;mit Personenschäden;2013;201310;510;477;-395;692;440
Verkehrsunfälle;mit Personenschäden;2013;201311;388;394;-2392;-152;440
Verkehrsunfälle;mit Personenschäden;2013;201312;356;248;-825;4355;449
Verkehrsunfälle;mit Personenschäden;2012;Summe;5325;4874;;925;
Verkehrsunfälle;mit Personenschäden;2012;201201;273;255;-1333;706;408
Verkehrsunfälle;mit Personenschäden;2012;201202;233;264;-1465;-1174;405
Verkehrsunfälle;mit Personenschäden;2012;201203;424;373;8197;1367;409
Verkehrsunfälle;mit Personenschäden;2012;201204;394;505;-708;-2198;400
Verkehrsunfälle;mit Personenschäden;2012;201205;596;636;5127;-629;397
Verkehrsunfälle;mit Personenschäden;2012;201206;577;399;-319;4461;412
Verkehrsunfälle;mit Personenschäden;2012;201207;632;532;953;188;420
Verkehrsunfälle;mit Personenschäden;2012;201208;545;402;-1377;3557;432
Verkehrsunfälle;mit Personenschäden;2012;201209;532;441;-239;2063;439
Verkehrsunfälle;mit Personenschäden;2012;201210;477;393;-1034;2137;446
Verkehrsunfälle;mit Personenschäden;2012;201211;394;359;-174;975;449
Verkehrsunfälle;mit Personenschäden;2012;201212;248;315;-3706;-2127;444
Verkehrsunfälle;mit Personenschäden;2011;Summe;4874;4240;;1495;
Verkehrsunfälle;mit Personenschäden;2011;201101;255;147;1435;7347;362
Verkehrsunfälle;mit Personenschäden;2011;201102;264;200;353;32;368
Verkehrsunfälle;mit Personenschäden;2011;201103;373;291;4129;2818;375
Verkehrsunfälle;mit Personenschäden;2011;201104;505;377;3539;3395;385
Verkehrsunfälle;mit Personenschäden;2011;201105;636;320;2594;9875;412
Verkehrsunfälle;mit Personenschäden;2011;201106;399;440;-3726;-932;408
Verkehrsunfälle;mit Personenschäden;2011;201107;532;619;3333;-1405;401
Verkehrsunfälle;mit Personenschäden;2011;201108;402;416;-2444;-337;400
Verkehrsunfälle;mit Personenschäden;2011;201109;441;456;97;-329;398
Verkehrsunfälle;mit Personenschäden;2011;201110;393;432;-1088;-903;395
Verkehrsunfälle;mit Personenschäden;2011;201111;359;319;-865;1254;399
Verkehrsunfälle;mit Personenschäden;2011;201112;315;223;-1226;4126;406
Verkehrsunfälle;mit Personenschäden;2010;Summe;4240;4065;;431;
Verkehrsunfälle;mit Personenschäden;2010;201001;147;184;-5288;-2011;336
Verkehrsunfälle;mit Personenschäden;2010;201002;200;273;3605;-2674;330
Verkehrsunfälle;mit Personenschäden;2010;201003;291;202;455;4406;337
Verkehrsunfälle;mit Personenschäden;2010;201004;377;357;2955;56;339
Verkehrsunfälle;mit Personenschäden;2010;201005;320;454;-1512;-2952;328
Verkehrsunfälle;mit Personenschäden;2010;201006;440;371;375;186;333
Verkehrsunfälle;mit Personenschäden;2010;201007;619;476;4068;3004;345
Verkehrsunfälle;mit Personenschäden;2010;201008;416;376;-3279;1064;349
Verkehrsunfälle;mit Personenschäden;2010;201009;456;388;962;1753;354
Verkehrsunfälle;mit Personenschäden;2010;201010;432;360;-526;20;360
Verkehrsunfälle;mit Personenschäden;2010;201011;319;312;-2616;224;361
Verkehrsunfälle;mit Personenschäden;2010;201012;223;312;-3009;-2853;353
Verkehrsunfälle;mit Personenschäden;2009;Summe;4065;4038;;67;
Verkehrsunfälle;mit Personenschäden;2009;200901;184;260;-20;-2923;330
Verkehrsunfälle;mit Personenschäden;2009;200902;273;279;4837;-215;330
Verkehrsunfälle;mit Personenschäden;2009;200903;202;210;-2601;-381;329
Verkehrsunfälle;mit Personenschäden;2009;200904;357;315;7673;1333;333
Verkehrsunfälle;mit Personenschäden;2009;200905;454;445;2717;202;333
Verkehrsunfälle;mit Personenschäden;2009;200906;371;424;-1828;-125;329
Verkehrsunfälle;mit Personenschäden;2009;200907;476;459;283;37;330
Verkehrsunfälle;mit Personenschäden;2009;200908;376;402;-2101;-647;328
Verkehrsunfälle;mit Personenschäden;2009;200909;388;360;319;778;330
Verkehrsunfälle;mit Personenschäden;2009;200910;360;373;-722;-349;329
Verkehrsunfälle;mit Personenschäden;2009;200911;312;281;-1333;1103;332
Verkehrsunfälle;mit Personenschäden;2009;200912;312;230;0;3565;339
Verkehrsunfälle;mit Personenschäden;2008;Summe;4038;4276;;-557;
Verkehrsunfälle;mit Personenschäden;2008;200801;260;218;-2192;1927;360
Verkehrsunfälle;mit Personenschäden;2008;200802;279;217;731;2857;365
Verkehrsunfälle;mit Personenschäden;2008;200803;210;293;-2473;-2833;358
Verkehrsunfälle;mit Personenschäden;2008;200804;315;396;50;-2045;351
Verkehrsunfälle;mit Personenschäden;2008;200805;445;482;4127;-768;348
Verkehrsunfälle;mit Personenschäden;2008;200806;424;444;-472;-45;347
Verkehrsunfälle;mit Personenschäden;2008;200807;459;435;825;552;349
Verkehrsunfälle;mit Personenschäden;2008;200808;402;344;-1242;1686;353
Verkehrsunfälle;mit Personenschäden;2008;200809;360;385;-1045;-649;351
Verkehrsunfälle;mit Personenschäden;2008;200810;373;405;361;-79;349
Verkehrsunfälle;mit Personenschäden;2008;200811;281;324;-2466;-1327;345
Verkehrsunfälle;mit Personenschäden;2008;200812;230;333;-1815;-3093;337
Verkehrsunfälle;mit Personenschäden;2007;Summe;4276;4751;;-10;
Verkehrsunfälle;mit Personenschäden;2007;200701;218;291;-4352;-2509;390
Verkehrsunfälle;mit Personenschäden;2007;200702;217;237;-46;-844;388
Verkehrsunfälle;mit Personenschäden;2007;200703;293;275;3502;655;390
Verkehrsunfälle;mit Personenschäden;2007;200704;396;301;3515;3156;398
Verkehrsunfälle;mit Personenschäden;2007;200705;482;471;2172;234;399
Verkehrsunfälle;mit Personenschäden;2007;200706;444;406;-788;936;402
Verkehrsunfälle;mit Personenschäden;2007;200707;435;671;-203;-3517;382
Verkehrsunfälle;mit Personenschäden;2007;200708;344;422;-2092;-1848;376
Verkehrsunfälle;mit Personenschäden;2007;200709;385;407;1192;-541;374
Verkehrsunfälle;mit Personenschäden;2007;200710;405;500;519;-19;366
Verkehrsunfälle;mit Personenschäden;2007;200711;324;384;-20;-1563;361
Verkehrsunfälle;mit Personenschäden;2007;200712;333;386;278;-1373;356
Verkehrsunfälle;mit Personenschäden;2006;Summe;4751;5474;;-1321;
Verkehrsunfälle;mit Personenschäden;2006;200601;291;244;-4025;1926;460
Verkehrsunfälle;mit Personenschäden;2006;200602;237;229;-1856;349;461
Verkehrsunfälle;mit Personenschäden;2006;200603;275;299;1603;-803;459
Verkehrsunfälle;mit Personenschäden;2006;200604;301;422;945;-2867;449
Verkehrsunfälle;mit Personenschäden;2006;200605;471;521;5648;-96;445
Verkehrsunfälle;mit Personenschäden;2006;200606;406;627;-138;-3525;426
Verkehrsunfälle;mit Personenschäden;2006;200607;671;558;6527;2025;436
Verkehrsunfälle;mit Personenschäden;2006;200608;422;462;-3711;-866;432
Verkehrsunfälle;mit Personenschäden;2006;200609;407;678;-355;-3997;410
Verkehrsunfälle;mit Personenschäden;2006;200610;500;451;2285;1086;414
Verkehrsunfälle;mit Personenschäden;2006;200611;384;496;-232;-2258;404
Verkehrsunfälle;mit Personenschäden;2006;200612;386;487;52;-2074;396
Verkehrsunfälle;mit Personenschäden;2005;Summe;5474;5214;;499;
Verkehrsunfälle;mit Personenschäden;2005;200501;244;286;-4135;-1469;431
Verkehrsunfälle;mit Personenschäden;2005;200502;229;240;-615;-458;430
Verkehrsunfälle;mit Personenschäden;2005;200503;299;321;3057;-685;428
Verkehrsunfälle;mit Personenschäden;2005;200504;422;388;4114;876;431
Verkehrsunfälle;mit Personenschäden;2005;200505;521;476;2346;945;435
Verkehrsunfälle;mit Personenschäden;2005;200506;627;491;2035;277;446
Verkehrsunfälle;mit Personenschäden;2005;200507;558;646;-11;-1362;439
Verkehrsunfälle;mit Personenschäden;2005;200508;462;584;-172;-2089;429
Verkehrsunfälle;mit Personenschäden;2005;200509;678;541;4675;2532;440
Verkehrsunfälle;mit Personenschäden;2005;200510;451;465;-3348;-301;439
Verkehrsunfälle;mit Personenschäden;2005;200511;496;360;998;3778;450
Verkehrsunfälle;mit Personenschäden;2005;200512;487;416;-181;1707;456
Verkehrsunfälle;mit Personenschäden;2004;Summe;5214;5052;;321;
Verkehrsunfälle;mit Personenschäden;2004;200401;286;282;-2533;142;421
Verkehrsunfälle;mit Personenschäden;2004;200402;240;232;-1608;345;422
Verkehrsunfälle;mit Personenschäden;2004;200403;321;374;3375;-1417;418
Verkehrsunfälle;mit Personenschäden;2004;200404;388;429;2087;-956;414
Verkehrsunfälle;mit Personenschäden;2004;200405;476;510;2268;-667;411
Verkehrsunfälle;mit Personenschäden;2004;200406;491;566;315;-1325;405
Verkehrsunfälle;mit Personenschäden;2004;200407;646;538;3157;2007;414
Verkehrsunfälle;mit Personenschäden;2004;200408;584;461;-96;2668;424
Verkehrsunfälle;mit Personenschäden;2004;200409;541;452;-736;1969;432
Verkehrsunfälle;mit Personenschäden;2004;200410;465;466;-1405;-21;432
Verkehrsunfälle;mit Personenschäden;2004;200411;360;359;-2258;28;432
Verkehrsunfälle;mit Personenschäden;2004;200412;416;383;1556;862;435
Verkehrsunfälle;mit Personenschäden;2003;Summe;5052;5620;;-1011;
Verkehrsunfälle;mit Personenschäden;2003;200301;282;328;-724;-1402;465
Verkehrsunfälle;mit Personenschäden;2003;200302;232;316;-1773;-2658;458
Verkehrsunfälle;mit Personenschäden;2003;200303;374;414;6121;-966;454
Verkehrsunfälle;mit Personenschäden;2003;200304;429;432;1471;-69;454
Verkehrsunfälle;mit Personenschäden;2003;200305;510;537;1888;-503;452
Verkehrsunfälle;mit Personenschäden;2003;200306;566;675;1098;-1615;443
Verkehrsunfälle;mit Personenschäden;2003;200307;538;711;-495;-2433;428
Verkehrsunfälle;mit Personenschäden;2003;200308;461;479;-1431;-376;427
Verkehrsunfälle;mit Personenschäden;2003;200309;452;509;-195;-112;422
Verkehrsunfälle;mit Personenschäden;2003;200310;466;467;31;-21;422
Verkehrsunfälle;mit Personenschäden;2003;200311;359;448;-2296;-1987;414
Verkehrsunfälle;mit Personenschäden;2003;200312;383;304;669;2599;421
Verkehrsunfälle;mit Personenschäden;2002;Summe;5620;5948;;-551;
Verkehrsunfälle;mit Personenschäden;2002;200201;328;354;-13;-734;494
Verkehrsunfälle;mit Personenschäden;2002;200202;316;343;-366;-787;491
Verkehrsunfälle;mit Personenschäden;2002;200203;414;426;3101;-282;490
Verkehrsunfälle;mit Personenschäden;2002;200204;432;454;435;-485;488
Verkehrsunfälle;mit Personenschäden;2002;200205;537;655;2431;-1802;479
Verkehrsunfälle;mit Personenschäden;2002;200206;675;560;257;2054;488
Verkehrsunfälle;mit Personenschäden;2002;200207;711;755;533;-583;485
Verkehrsunfälle;mit Personenschäden;2002;200208;479;510;-3263;-608;482
Verkehrsunfälle;mit Personenschäden;2002;200209;509;497;626;241;483
Verkehrsunfälle;mit Personenschäden;2002;200210;467;581;-825;-1962;473
Verkehrsunfälle;mit Personenschäden;2002;200211;448;436;-407;275;474
Verkehrsunfälle;mit Personenschäden;2002;200212;304;377;-3214;-1936;468
Verkehrsunfälle;mit Personenschäden;2001;Summe;5948;5677;;477;
Verkehrsunfälle;mit Personenschäden;2001;200101;354;321;-1216;1028;476
Verkehrsunfälle;mit Personenschäden;2001;200102;343;329;-311;426;477
Verkehrsunfälle;mit Personenschäden;2001;200103;426;414;242;29;478
Verkehrsunfälle;mit Personenschäden;2001;200104;454;441;657;295;479
Verkehrsunfälle;mit Personenschäden;2001;200105;655;568;4427;1532;486
Verkehrsunfälle;mit Personenschäden;2001;200106;560;555;-145;9;487
Verkehrsunfälle;mit Personenschäden;2001;200107;755;610;3482;2377;499
Verkehrsunfälle;mit Personenschäden;2001;200108;510;525;-3245;-286;498
Verkehrsunfälle;mit Personenschäden;2001;200109;497;557;-255;-1077;493
Verkehrsunfälle;mit Personenschäden;2001;200110;581;493;169;1785;500
Verkehrsunfälle;mit Personenschäden;2001;200111;436;461;-2496;-542;498
Verkehrsunfälle;mit Personenschäden;2001;200112;377;403;-1353;-645;496
Verkehrsunfälle;mit Personenschäden;2000;Summe;5677;;;;
Verkehrsunfälle;mit Personenschäden;2000;200001;321;;;;321
Verkehrsunfälle;mit Personenschäden;2000;200002;329;;249;;325
Verkehrsunfälle;mit Personenschäden;2000;200003;414;;2584;;355
Verkehrsunfälle;mit Personenschäden;2000;200004;441;;652;;376
Verkehrsunfälle;mit Personenschäden;2000;200005;568;;288;;415
Verkehrsunfälle;mit Personenschäden;2000;200006;555;;-229;;438
Verkehrsunfälle;mit Personenschäden;2000;200007;610;;991;;463
Verkehrsunfälle;mit Personenschäden;2000;200008;525;;-1393;;470
Verkehrsunfälle;mit Personenschäden;2000;200009;557;;61;;480
Verkehrsunfälle;mit Personenschäden;2000;200010;493;;-1149;;481
Verkehrsunfälle;mit Personenschäden;2000;200011;461;;-649;;479
Verkehrsunfälle;mit Personenschäden;2000;200012;403;;-1258;;473
Verkehrsunfälle;Verletzte und Getötete;2021;202101;;360;;;
Verkehrsunfälle;Verletzte und Getötete;2021;202102;;355;;;
Verkehrsunfälle;Verletzte und Getötete;2021;202103;;334;;;
Verkehrsunfälle;Verletzte und Getötete;2021;202104;;363;;;
Verkehrsunfälle;Verletzte und Getötete;2021;202105;;464;;;
Verkehrsunfälle;Verletzte und Getötete;2021;202106;;585;;;
Verkehrsunfälle;Verletzte und Getötete;2021;202107;;821;;;
Verkehrsunfälle;Verletzte und Getötete;2021;202108;;563;;;
Verkehrsunfälle;Verletzte und Getötete;2021;202109;;634;;;
Verkehrsunfälle;Verletzte und Getötete;2021;202110;;566;;;
Verkehrsunfälle;Verletzte und Getötete;2021;202111;;348;;;
Verkehrsunfälle;Verletzte und Getötete;2021;202112;;311;;;
Verkehrsunfälle;Verletzte und Getötete;2020;Summe;5704;6239;;-858;
Verkehrsunfälle;Verletzte und Getötete;2020;202001;360;297;-476;2121;525
Verkehrsunfälle;Verletzte und Getötete;2020;202002;355;345;-139;29;526
Verkehrsunfälle;Verletzte und Getötete;2020;202003;334;427;-592;-2178;518
Verkehrsunfälle;Verletzte und Getötete;2020;202004;363;515;868;-2951;506
Verkehrsunfälle;Verletzte und Getötete;2020;202005;464;484;2782;-413;504
Verkehrsunfälle;Verletzte und Getötete;2020;202006;585;710;2608;-1761;494
Verkehrsunfälle;Verletzte und Getötete;2020;202007;821;898;4034;-857;487
Verkehrsunfälle;Verletzte und Getötete;2020;202008;563;532;-3143;583;490
Verkehrsunfälle;Verletzte und Getötete;2020;202009;634;609;1261;411;492
Verkehrsunfälle;Verletzte und Getötete;2020;202010;566;591;-1073;-423;490
Verkehrsunfälle;Verletzte und Getötete;2020;202011;348;453;-3852;-2318;481
Verkehrsunfälle;Verletzte und Getötete;2020;202012;311;378;-1063;-1772;475
Verkehrsunfälle;Verletzte und Getötete;2019;Summe;6239;6527;;-441;
Verkehrsunfälle;Verletzte und Getötete;2019;201901;297;350;-1466;-1514;540
Verkehrsunfälle;Verletzte und Getötete;2019;201902;345;328;1616;518;541
Verkehrsunfälle;Verletzte und Getötete;2019;201903;427;383;2377;1149;545
Verkehrsunfälle;Verletzte und Getötete;2019;201904;515;619;2061;-168;536
Verkehrsunfälle;Verletzte und Getötete;2019;201905;484;640;-602;-2438;523
Verkehrsunfälle;Verletzte und Getötete;2019;201906;710;732;4669;-301;521
Verkehrsunfälle;Verletzte und Getötete;2019;201907;898;852;2648;54;525
Verkehrsunfälle;Verletzte und Getötete;2019;201908;532;529;-4076;57;525
Verkehrsunfälle;Verletzte und Getötete;2019;201909;609;645;1447;-558;522
Verkehrsunfälle;Verletzte und Getötete;2019;201910;591;616;-296;-406;520
Verkehrsunfälle;Verletzte und Getötete;2019;201911;453;485;-2335;-66;517
Verkehrsunfälle;Verletzte und Getötete;2019;201912;378;348;-1656;862;520
Verkehrsunfälle;Verletzte und Getötete;2018;Summe;6527;6058;;774;
Verkehrsunfälle;Verletzte und Getötete;2018;201801;350;307;-691;1401;508
Verkehrsunfälle;Verletzte und Getötete;2018;201802;328;334;-629;-18;508
Verkehrsunfälle;Verletzte und Getötete;2018;201803;383;486;1677;-2119;499
Verkehrsunfälle;Verletzte und Getötete;2018;201804;619;439;6162;41;514
Verkehrsunfälle;Verletzte und Getötete;2018;201805;640;631;339;143;515
Verkehrsunfälle;Verletzte und Getötete;2018;201806;732;668;1438;958;520
Verkehrsunfälle;Verletzte und Getötete;2018;201807;852;752;1639;133;529
Verkehrsunfälle;Verletzte und Getötete;2018;201808;529;504;-3791;496;531
Verkehrsunfälle;Verletzte und Getötete;2018;201809;645;546;2193;1813;539
Verkehrsunfälle;Verletzte und Getötete;2018;201810;616;572;-45;769;543
Verkehrsunfälle;Verletzte und Getötete;2018;201811;485;443;-2127;948;546
Verkehrsunfälle;Verletzte und Getötete;2018;201812;348;376;-2825;-745;544
Verkehrsunfälle;Verletzte und Getötete;2017;Summe;6058;6409;;-548;
Verkehrsunfälle;Verletzte und Getötete;2017;201701;307;380;-1942;-1921;528
Verkehrsunfälle;Verletzte und Getötete;2017;201702;334;351;879;-484;527
Verkehrsunfälle;Verletzte und Getötete;2017;201703;486;370;4551;3135;536
Verkehrsunfälle;Verletzte und Getötete;2017;201704;439;545;-967;-1945;527
Verkehrsunfälle;Verletzte und Getötete;2017;201705;631;602;4374;482;530
Verkehrsunfälle;Verletzte und Getötete;2017;201706;668;691;586;-333;528
Verkehrsunfälle;Verletzte und Getötete;2017;201707;752;742;1257;135;529
Verkehrsunfälle;Verletzte und Getötete;2017;201708;504;540;-3298;-667;526
Verkehrsunfälle;Verletzte und Getötete;2017;201709;546;759;833;-2806;508
Verkehrsunfälle;Verletzte und Getötete;2017;201710;572;559;476;233;509
Verkehrsunfälle;Verletzte und Getötete;2017;201711;443;489;-2255;-941;505
Verkehrsunfälle;Verletzte und Getötete;2017;201712;376;381;-1512;-131;505
Verkehrsunfälle;Verletzte und Getötete;2016;Summe;6409;6524;;-176;
Verkehrsunfälle;Verletzte und Getötete;2016;201601;380;334;-2067;1377;548
Verkehrsunfälle;Verletzte und Getötete;2016;201602;351;321;-763;935;550
Verkehrsunfälle;Verletzte und Getötete;2016;201603;370;471;541;-2144;542
Verkehrsunfälle;Verletzte und Getötete;2016;201604;545;598;473;-886;537
Verkehrsunfälle;Verletzte und Getötete;2016;201605;602;604;1046;-33;537
Verkehrsunfälle;Verletzte und Getötete;2016;201606;691;673;1478;267;539
Verkehrsunfälle;Verletzte und Getötete;2016;201607;742;809;738;-828;533
Verkehrsunfälle;Verletzte und Getötete;2016;201608;540;546;-2722;-11;532
Verkehrsunfälle;Verletzte und Getötete;2016;201609;759;614;4056;2362;545
Verkehrsunfälle;Verletzte und Getötete;2016;201610;559;569;-2635;-176;544
Verkehrsunfälle;Verletzte und Getötete;2016;201611;489;506;-1252;-336;542
Verkehrsunfälle;Verletzte und Getötete;2016;201612;381;479;-2209;-2046;534
Verkehrsunfälle;Verletzte und Getötete;2015;Summe;6524;6668;;-216;
Verkehrsunfälle;Verletzte und Getötete;2015;201501;334;412;-1913;-1893;549
Verkehrsunfälle;Verletzte und Getötete;2015;201502;321;372;-389;-1371;545
Verkehrsunfälle;Verletzte und Getötete;2015;201503;471;559;4673;-1574;538
Verkehrsunfälle;Verletzte und Getötete;2015;201504;598;549;2696;893;542
Verkehrsunfälle;Verletzte und Getötete;2015;201505;604;671;1;-999;536
Verkehrsunfälle;Verletzte und Getötete;2015;201506;673;656;1142;259;538
Verkehrsunfälle;Verletzte und Getötete;2015;201507;809;783;2021;332;540
Verkehrsunfälle;Verletzte und Getötete;2015;201508;546;517;-3251;561;542
Verkehrsunfälle;Verletzte und Getötete;2015;201509;614;620;1245;-97;542
Verkehrsunfälle;Verletzte und Getötete;2015;201510;569;652;-733;-1273;535
Verkehrsunfälle;Verletzte und Getötete;2015;201511;506;464;-1107;905;538
Verkehrsunfälle;Verletzte und Getötete;2015;201512;479;413;-534;1598;544
Verkehrsunfälle;Verletzte und Getötete;2014;Summe;6668;6522;;224;
Verkehrsunfälle;Verletzte und Getötete;2014;201401;412;320;-26;2875;551
Verkehrsunfälle;Verletzte und Getötete;2014;201402;372;326;-971;1411;555
Verkehrsunfälle;Verletzte und Getötete;2014;201403;559;350;5027;5971;572
Verkehrsunfälle;Verletzte und Getötete;2014;201404;549;523;-179;497;575
Verkehrsunfälle;Verletzte und Getötete;2014;201405;671;530;2222;266;586
Verkehrsunfälle;Verletzte und Getötete;2014;201406;656;734;-224;-1063;580
Verkehrsunfälle;Verletzte und Getötete;2014;201407;783;976;1936;-1977;564
Verkehrsunfälle;Verletzte und Getötete;2014;201408;517;645;-3397;-1984;553
Verkehrsunfälle;Verletzte und Getötete;2014;201409;620;617;1992;49;553
Verkehrsunfälle;Verletzte und Getötete;2014;201410;652;595;516;958;558
Verkehrsunfälle;Verletzte und Getötete;2014;201411;464;483;-2883;-393;557
Verkehrsunfälle;Verletzte und Getötete;2014;201412;413;423;-1099;-236;556
Verkehrsunfälle;Verletzte und Getötete;2013;Summe;6522;6404;;184;
Verkehrsunfälle;Verletzte und Getötete;2013;201301;320;338;95;-533;532
Verkehrsunfälle;Verletzte und Getötete;2013;201302;326;290;188;1241;535
Verkehrsunfälle;Verletzte und Getötete;2013;201303;350;526;736;-3346;521
Verkehrsunfälle;Verletzte und Getötete;2013;201304;523;485;4943;784;524
Verkehrsunfälle;Verletzte und Getötete;2013;201305;530;719;134;-2629;508
Verkehrsunfälle;Verletzte und Getötete;2013;201306;734;681;3849;778;512
Verkehrsunfälle;Verletzte und Getötete;2013;201307;976;730;3297;337;533
Verkehrsunfälle;Verletzte und Getötete;2013;201308;645;635;-3391;157;534
Verkehrsunfälle;Verletzte und Getötete;2013;201309;617;632;-434;-237;532
Verkehrsunfälle;Verletzte und Getötete;2013;201310;595;580;-357;259;534
Verkehrsunfälle;Verletzte und Getötete;2013;201311;483;471;-1882;255;535
Verkehrsunfälle;Verletzte und Getötete;2013;201312;423;317;-1242;3344;544
Verkehrsunfälle;Verletzte und Getötete;2012;Summe;6404;5869;;912;
Verkehrsunfälle;Verletzte und Getötete;2012;201201;338;328;-865;305;490
Verkehrsunfälle;Verletzte und Getötete;2012;201202;290;343;-142;-1545;486
Verkehrsunfälle;Verletzte und Getötete;2012;201203;526;425;8138;2376;494
Verkehrsunfälle;Verletzte und Getötete;2012;201204;485;604;-779;-197;484
Verkehrsunfälle;Verletzte und Getötete;2012;201205;719;765;4825;-601;480
Verkehrsunfälle;Verletzte und Getötete;2012;201206;681;472;-529;4428;498
Verkehrsunfälle;Verletzte und Getötete;2012;201207;730;637;72;146;505
Verkehrsunfälle;Verletzte und Getötete;2012;201208;635;487;-1301;3039;518
Verkehrsunfälle;Verletzte und Getötete;2012;201209;632;519;-47;2177;527
Verkehrsunfälle;Verletzte und Getötete;2012;201210;580;481;-823;2058;535
Verkehrsunfälle;Verletzte und Getötete;2012;201211;471;438;-1879;753;538
Verkehrsunfälle;Verletzte und Getötete;2012;201212;317;370;-327;-1432;534
Verkehrsunfälle;Verletzte und Getötete;2011;Summe;5869;4822;;2171;
Verkehrsunfälle;Verletzte und Getötete;2011;201101;328;192;1841;7083;413
Verkehrsunfälle;Verletzte und Getötete;2011;201102;343;247;457;3887;421
Verkehrsunfälle;Verletzte und Getötete;2011;201103;425;341;2391;2463;428
Verkehrsunfälle;Verletzte und Getötete;2011;201104;604;216;4212;17963;461
Verkehrsunfälle;Verletzte und Getötete;2011;201105;765;389;2666;9666;492
Verkehrsunfälle;Verletzte und Getötete;2011;201106;472;517;-383;-87;488
Verkehrsunfälle;Verletzte und Getötete;2011;201107;637;721;3496;-1165;481
Verkehrsunfälle;Verletzte und Getötete;2011;201108;487;481;-2355;125;482
Verkehrsunfälle;Verletzte und Getötete;2011;201109;519;534;657;-281;480
Verkehrsunfälle;Verletzte und Getötete;2011;201110;481;524;-732;-821;477
Verkehrsunfälle;Verletzte und Getötete;2011;201111;438;383;-894;1436;481
Verkehrsunfälle;Verletzte und Getötete;2011;201112;370;277;-1553;3357;489
Verkehrsunfälle;Verletzte und Getötete;2010;Summe;4822;4865;;-88;
Verkehrsunfälle;Verletzte und Getötete;2010;201001;192;223;-509;-139;403
Verkehrsunfälle;Verletzte und Getötete;2010;201002;247;340;2865;-2735;395
Verkehrsunfälle;Verletzte und Getötete;2010;201003;341;245;3806;3918;403
Verkehrsunfälle;Verletzte und Getötete;2010;201004;216;416;-3666;-4808;386
Verkehrsunfälle;Verletzte und Getötete;2010;201005;389;535;8009;-2729;374
Verkehrsunfälle;Verletzte und Getötete;2010;201006;517;443;329;167;380
Verkehrsunfälle;Verletzte und Getötete;2010;201007;721;556;3946;2968;394
Verkehrsunfälle;Verletzte und Getötete;2010;201008;481;466;-3329;322;395
Verkehrsunfälle;Verletzte und Getötete;2010;201009;534;452;1102;1814;402
Verkehrsunfälle;Verletzte und Getötete;2010;201010;524;432;-187;213;410
Verkehrsunfälle;Verletzte und Getötete;2010;201011;383;366;-2691;464;411
Verkehrsunfälle;Verletzte und Getötete;2010;201012;277;391;-2768;-2916;402
Verkehrsunfälle;Verletzte und Getötete;2009;Summe;4865;4751;;24;
Verkehrsunfälle;Verletzte und Getötete;2009;200901;223;307;-1801;-2736;389
Verkehrsunfälle;Verletzte und Getötete;2009;200902;340;340;5247;0;389
Verkehrsunfälle;Verletzte und Getötete;2009;200903;245;254;-2794;-354;388
Verkehrsunfälle;Verletzte und Getötete;2009;200904;416;355;698;1718;393
Verkehrsunfälle;Verletzte und Getötete;2009;200905;535;534;2861;19;393
Verkehrsunfälle;Verletzte und Getötete;2009;200906;443;473;-172;-634;391
Verkehrsunfälle;Verletzte und Getötete;2009;200907;556;538;2551;335;392
Verkehrsunfälle;Verletzte und Getötete;2009;200908;466;480;-1619;-292;391
Verkehrsunfälle;Verletzte und Getötete;2009;200909;452;422;-3;711;394
Verkehrsunfälle;Verletzte und Getötete;2009;200910;432;455;-442;-505;392
Verkehrsunfälle;Verletzte und Getötete;2009;200911;366;321;-1528;1402;396
Verkehrsunfälle;Verletzte und Getötete;2009;200912;391;272;683;4375;405
Verkehrsunfälle;Verletzte und Getötete;2008;Summe;4751;5223;;-904;
Verkehrsunfälle;Verletzte und Getötete;2008;200801;307;268;-2585;1455;439
Verkehrsunfälle;Verletzte und Getötete;2008;200802;340;277;1075;2274;444
